exploitability,n,opp_nll,robust_score
0.0,3,1.0986122886681098,-1.3333333333333333
0.0,5,1.6094379124341003,2.6666666666666665
0.0,9,2.1972245773362196,15.5
0.0,13,2.5649493574615367,10.166666666666666
