exact_leaf_hits,iterations,method,quality_score,runtime_ms,simulations
0,,SM_MCTS,1.997638888657093,26.402999996207654,128
0,,SM_MCTS,1.997638888657093,18.82159999513533,512
,256,GT_CFR,2.9994097221642733,72.42099999712082,
